Fast Food Nation: The Dark Side of the All-American Meal, 3.73, 185071
The Eyes of the Dragon, 3.92, 83384
The Purpose Driven Life: What on Earth Am I Here for?, 3.90, 182049
Noughts & Crosses (Noughts & Crosses #1), 4.23, 34557
The Alexandria Quartet  (The Alexandria Quartet #1-4), 4.17, 9921
Dead in the Family (Sookie Stackhouse #10), 3.88, 139395
The Magicians' Guild (Black Magician Trilogy #1), 3.96, 57256
American Pastoral (The American Trilogy #1), 3.91, 46365
The Waste Lands (The Dark Tower #3), 4.24, 141356
Torn (Trylle #2), 4.04, 59798
Magic Strikes (Kate Daniels #3), 4.44, 56935
The Demon-Haunted World: Science as a Candle in the Dark, 4.27, 44234
The Children of Húrin, 3.94, 49579
Carpe Corpus (The Morganville Vampires #6), 4.21, 44167
War and Remembrance (The Henry Family #2), 4.38, 28509
Angels' Blood (Guild Hunter #1), 4.11, 60316
Weaveworld, 4.13, 23205
Paranormalcy (Paranormalcy #1), 3.91, 83964
Warm Bodies (Warm Bodies #1), 3.93, 92557
Beg For Mercy (Mercy #3), 4.40, 595
The Power of Now: A Guide to Spiritual Enlightenment, 4.11, 119304
Elantris (Elantris #1), 4.17, 111613
On the Island (On the Island #1), 4.13, 65486
The Illuminatus! Trilogy, really liked it 4.00, 13310
Red Storm Rising, 4.14, 60046
The Eight (The Eight #1), 3.92, 28031
Eclipse (Twilight #3), 3.69, 1192049
Diary of a Wimpy Kid (Diary of a Wimpy Kid #1), 3.96, 282808
The Runaway Bunny, 4.13, 55587
The Diving Bell and the Butterfly, 4.01, 46699
Band of Brothers: E Company 506th Regiment 101st Airborne from Normandy to Hitler's Eagle's Nest, 4.42, 73202
Atlas Shrugged & The Fountainhead, 4.08, 4131
The Scorpio Races, 4.08, 78210
Fantastic Beasts and Where to Find Them, 3.96, 221906
Fathers and Sons, 3.94, 50989
The Cat in the Hat Comes Back, 3.83, 23059
The Darkest Night (Lords of the Underworld #1), 4.09, 67160
The Book of Lost Things, 3.98, 51750
The Wee Free Men (Discworld #30; Tiffany Aching #1), 4.26, 73669
Identical, 4.34, 49570
Quiet: The Power of Introverts in a World That Can't Stop Talking, 4.04, 229871
The Demigod Files, 4.04, 61291
Daughter of Fortune, 3.89, 98253
Katherine, 4.18, 24845
The False Prince (The Ascendance Trilogy #1), 4.22, 54957
Sliding on the Snow Stone, 4.12, 309
Ham on Rye, 4.16, 63558
Persepolis: The Story of a Childhood (Persepolis #1), 4.23, 122983
The Day of the Jackal, 4.25, 91558
Animal Vegetable Miracle: A Year of Food Life, 4.03, 88762
The Moonstone, 3.90, 59917
Richard III, 3.92, 35584
Kiss of Midnight (Midnight Breed  #1), 3.93, 53459
Before I Die, 3.84, 47157
The Illustrated Man, 4.13, 59811
Long Walk to Freedom, 4.31, 49073
The Kill Order (The Maze Runner #0.5), 3.69, 114019
Demonglass (Hex Hall #2), 4.12, 79148
Beautiful Bastard (Beautiful Bastard #1), 4.05, 122010
Reading Lolita in Tehran, 3.58, 99671
The Power and the Glory, 3.99, 23837
Ascend (Trylle #3), 4.08, 54593
The Savage Detectives, 4.09, 24291
The Power of Six (Lorien Legacies #2), 4.17, 107553
The Language of Flowers, 4.07, 163320
The Demon King (Seven Realms #1), 4.20, 51136
The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays #1–3), 3.96, 51575
The Forest of Hands and Teeth (The Forest of Hands and Teeth #1), 3.59, 75114
A Modest Proposal and Other Satirical Works, 4.04, 13149
Fragile Eternity (Wicked Lovely #3), 3.83, 39376
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century, 4.17, 122879
Rendezvous with Rama (Rama #1), 4.07, 105634
This Man (This Man #1), 4.12, 86538
Eats Shoots & Leaves: The Zero Tolerance Approach to Punctuation, 3.86, 85690
Haunted, 3.59, 73851
Doomsday Book (Oxford Time Travel #1), 4.03, 37792
Portnoy's Complaint, 3.70, 43348
My Name is Red, 3.83, 34364
Long Day's Journey Into Night, 4.06, 29920
The Selected Writings of Edgar Allan Poe, 4.28, 1352
Nightfall (The Vampire Diaries: The Return #1), 3.57, 44688
A Bird Without Wings, 4.27, 144
Death Note Vol. 1: Boredom (Death Note #1), 4.42, 144963
Silver Borne (Mercy Thompson #5), 4.38, 79562
Wither (The Chemical Garden #1), 3.81, 89924
The Epic of Gilgamesh, 3.64, 57792
Shadowland (The Immortals #3), 3.66, 71951
The Beach, 3.91, 58735
Contact, 4.11, 98471
Flipped, 3.94, 83347
Soulless (Parasol Protectorate #1), 3.91, 79930
The Human Obsession (Manufactured Identity Book #3), 4.16, 171
Noble House (Asian Saga #5), 4.23, 32353
Royal Assassin (Farseer Trilogy #2), 4.21, 106934
Tatiana and Alexander (The Bronze Horseman #2), 4.30, 26922
Out of Africa, 3.96, 25206
Requiem (Delirium #3), 3.74, 110956
The Sunne in Splendour, 4.40, 17153
Dead Souls, 3.98, 49034
Tinker Tailor Soldier Spy, 4.04, 51329
Gathering Blue (The Giver #2), 3.80, 130693
Common Sense, 3.97, 23332
Wolf Hall (Thomas Cromwell #1), 3.85, 121812
The Bone Collector (Lincoln Rhyme #1), 4.18, 127511
Animal Dreams, 4.05, 54358
Ringworld (Ringworld #1), 3.96, 84708
Stoner, 4.28, 59207
Breaking Dawn (Twilight #4), 3.70, 1118511
Nicholas Nickleby, 3.89, 34067
Dark Flame (The Immortals #4), 3.73, 54475
Tell No One, 4.11, 87605
Suttree, 4.18, 14285
A Distant Mirror:  The Calamitous 14th Century, 4.10, 23641
Book of a Thousand Days, 3.95, 42738
Winter (The Lunar Chronicles #4), 4.49, 118600
Sputnik Sweetheart, 3.82, 78264
Coma, 3.86, 42160
After Forever Ends, 4.04, 1351
Carry On, 4.19, 96031
عزازيل, 4.06, 41212
The Heir (The Selection #4), 3.85, 133948
The Raven, 4.28, 71765
Solaris, 3.98, 51196
Lullaby, 3.73, 77879
Bully (Fall Away #1), 4.14, 74631
Darkness at Noon, 4.07, 19977
Some Girls Bite (Chicagoland Vampires #1), 4.01, 50898
The Black Jewels Trilogy: Daughter of the Blood Heir to the Shadows Queen of the Darkness (The Black Jewels #1-3), 4.39, 11268
Lirael (Abhorsen #2), 4.29, 88891
New Moon (Twilight #2), 3.52, 1215196
The Call of the Wild White Fang and Other Stories, 3.97, 17672
The Invisible Man, 3.62, 99138
Silent Spring, 3.94, 26023
The Blue Castle, 4.23, 21505
The Daughter of Time (Inspector Alan Grant #5), 3.95, 18348
Haroun and the Sea of Stories (Khalifa Brothers #1), 4.01, 24217
Four: A Divergent Story Collection (Divergent #0.1 - 0.4), 4.09, 120811
Chain Reaction (Perfect Chemistry #3), 4.12, 51606
The Guardian of Secrets and Her Deathly Pact, 4.19, 964
Thud! (Discworld #34; City Watch #7), 4.29, 50923
Mrs. Frisby and the Rats of NIMH (Rats of NIMH #1), 4.13, 144853
Down and Out in Paris and London, 4.10, 42126
Quidditch Through the Ages, 3.86, 108594
Black Boy, 4.03, 40662
Christine, 3.73, 159860
Reason to Breathe (Breathing #1), 4.23, 79396
After Dark, 3.68, 79315
Kiss the Girls (Alex Cross #2), 3.94, 282318
Winesburg Ohio, 3.84, 25383
The Bridge on the Drina, 4.32, 10176
The Storyteller, 4.26, 129106
The Wishing Spell (The Land of Stories #1), 4.22, 60932
Abhorsen (Abhorsen #3), 4.29, 88631
Survival in Auschwitz, 4.28, 33805
The True Confessions of Charlotte Doyle, 3.81, 71140
Surely You're Joking Mr. Feynman!: Adventures of a Curious Character, 4.29, 102835
Bossypants, 3.94, 631161
Eva Luna, 3.95, 31357
The Dream Thieves (The Raven Cycle #2), 4.27, 90271
Tigana, 4.12, 34113
Rebel Angels (Gemma Doyle #2), 3.97, 87647
O Pioneers!, 3.84, 36594
Ghost Story, 3.95, 56446
Leviathan (Leviathan #1), 3.91, 74559
Night Watch, 3.97, 33453
The Vampire Armand (The Vampire Chronicles #6), 3.75, 58324
The Coincidence of Callie & Kayden (The Coincidence #1), 4.20, 102265
Rise of the Evening Star (Fablehaven #2), 4.15, 88201
Galápagos, 3.87, 55293
The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury, 4.73, 18510
Pure (Covenant #2), 4.34, 48572
The Forbidden Game (The Forbidden Game #1-3), 4.19, 19733
Blood Red Road (Dust Lands #1), 3.93, 53232
2666, 4.21, 23058
Messenger (The Giver #3), 3.90, 91441
Mere Christianity, 4.31, 207849
Presence, 3.75, 178
Lips of a Mastodon, 4.50, 42
Pedro Páramo, 4.04, 27550
Son of the Shadows (Sevenwaters #2), 4.32, 24119
Martin Eden, 4.40, 15779
By the River Piedra I Sat Down and Wept, 3.57, 72486
Deity (Covenant #3), 4.40, 42826
Firefly Lane (Firefly Lane #1), 4.04, 134638
Wives and Daughters, 4.07, 35443
Killing Floor (Jack Reacher #1), 4.04, 187713
The Heart Is a Lonely Hunter, 3.97, 76769
The Lords of Discipline, 4.28, 21476
Lisey's Story, 3.65, 56435
god is Not Great: How Religion Poisons Everything, 3.96, 71773
Dance with the Devil (Dark-Hunter #3), 4.39, 55133
Finnikin of the Rock (Lumatere Chronicles #1), 3.93, 33999
Twilight (The Mediator #6), 4.26, 34742
The Harry Potter Collection 1-4 (Harry Potter #1-4), 4.66, 45673
Nickel and Dimed: On (Not) Getting By in America, 3.60, 158666
The Trigger: Hunting the Assassin Who Brought the World to War, 4.16, 773
The Communist Manifesto, 3.52, 73132
Medea, 3.84, 44154
Beautiful Chaos (Caster Chronicles #3), 3.95, 82543
Good Night Mr. Tom, 4.28, 31227
The Lottery and Other Stories, 4.06, 52440
Intensity, 4.04, 62338
Sarah Plain and Tall (Sarah Plain and Tall #1), 3.72, 60849
I Am Legend, 4.07, 62349
Carnal: Somewhere Over 40 Winks, 3.69, 89
Giovanni's Room, 4.22, 31278
My Life Next Door, 4.02, 111387
Dragonflight (Dragonriders of Pern #1), 4.10, 104261
Men Are from Mars Women Are from Venus, 3.52, 132659
This Side of Paradise, 3.68, 48751
Our Mutual Friend, 4.07, 21168
The Orb of Truth (The Horn King #1), 3.79, 267
The Last Olympian (Percy Jackson and the Olympians #5), 4.50, 513471
Significance (Significance #1), 4.12, 38340
So Long and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy #4), 4.08, 112573
Reckless (Thoughtless #3), 4.42, 72292
Tales of the City (Tales of the City #1), 4.05, 28286
Existence (Existence Trilogy #1), 3.95, 53199
Beyond Good and Evil, 4.01, 44252
The Sweet Far Thing (Gemma Doyle #3), 3.97, 58082
Confessions, 3.89, 34320
Explosion in Paris, 4.12, 328
Steve Jobs, 4.10, 620477
The New York Trilogy, 3.92, 44390
The Grand Delusion (Manufactured Identity Book #2), 4.16, 151
Nevermore (Nevermore #1), 3.87, 25861
Moloka'i, 4.15, 83225
Leaving Paradise (Leaving Paradise #1), 4.02, 39073
Bloodlines (Bloodlines #1), 3.69, 910
Shadow of Night (All Souls Trilogy #2), 4.05, 115686
The Rise of Nine (Lorien Legacies #3), 4.19, 79430
Opposition (Lux #5), 4.43, 49465
The Long Dark Tea-Time of the Soul (Dirk Gently #2), 4.05, 65273
The Sight (Sight #1), 4.13, 10982
The Earthsea Trilogy, 4.25, 15502
Someone Like You, 3.94, 87542
This Girl (Slammed #3), 4.18, 62391
Enna Burning (The Books of Bayern #2), 3.97, 34298
Ptolemy's Gate (Bartimaeus #3), 4.24, 70469
The Fall of the House of Usher and Other Tales, 4.14, 58437
Bag of Bones, 3.87, 141369
Baby (Species Intervention #6609 #1), 3.84, 786
Avalon High, 3.80, 40090
Shadowland (The Mediator #1), 4.04, 55301
The Physician (Cole Family Trilogy #1), 4.35, 27164
Fade Out (The Morganville Vampires #7), 4.20, 35374
Heart of Darkness and The Secret Sharer, 3.49, 15285
The Constant Princess (The Plantagenet and Tudor Novels #6), 3.88, 132429
Hard Times, 3.51, 43413
Kindred, 4.19, 51045
Sunshine, 3.85, 31338
Women, 3.89, 47598
Dreamland, 3.91, 66537
The Sword in the Stone (The Once and Future King #1), 3.91, 19962
The Long Goodbye (Philip Marlowe #6), 4.22, 25617
Amy & Roger's Epic Detour, 4.04, 73661
The Light Between Oceans, 4.01, 300974
Bumi Manusia, 4.38, 10859
Flatland: A Romance of Many Dimensions, 3.81, 40698
The Kitchen House, 4.18, 184790
Splintered (Splintered #1), 3.96, 42869
Faith of the Fallen (Sword of Truth #6), 4.11, 57276
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus, 4.10, 78209
ثلاثية غرناطة, 4.29, 29975
Crooked Kingdom (Six of Crows #2), 4.62, 64295
Lord Jim, 3.61, 23227
A Storm of Swords: Steel and Snow (A Song of Ice and Fire #3: Part 1 of 2), 4.49, 54156
Half of a Yellow Sun, 4.28, 60153
Dream Caster (Dream Cycle #1), 4.15, 179
The King of Attolia (The Queen's Thief #3), 4.37, 25328
The Pickwick Papers, 3.82, 20450
The Rosie Project (Don Tillman #1), 4.01, 317094
Vampire Princess Rising (The Winters Family Saga #2), 4.35, 206
Little Dorrit, 3.97, 37459
Everything Everything, 4.10, 178910
Slave to Sensation (Psy-Changeling #1), 4.12, 49471
One Thousand White Women: The Journals of May Dodd (One Thousand White Women #1), 3.88, 93629
Chasing the Devil: The Search for Africa's Fighting Spirit, 4.09, 1207
The Return of the Native, 3.84, 28361
Circus of the Damned (Anita Blake Vampire Hunter #3), 4.16, 81216
Shadow Souls (The Vampire Diaries: The Return #2), 3.79, 34464
The Sneetches and Other Stories, 4.31, 56284
L'Écume des jours, 4.01, 19198
Our Town, 3.64, 37465
Spells (Wings #2), 3.98, 36661
Never Fade (The Darkest Minds #2), 4.32, 51144
This Side of the Grave (Night Huntress #5), 4.28, 50402
Incarceron (Incarceron #1), 3.64, 52583
Willow, 3.94, 30084
At First Sight (Jeremy Marsh & Lexie Darnell #2), 3.81, 67496
The Body Finder (The Body Finder #1), 3.96, 45433
The Crimson Petal and the White, 3.87, 31315
The House on Mango Street, 3.58, 89856
Raise High the Roof Beam Carpenters & Seymour: An Introduction, 4.11, 41053
Rage of Angels, 3.91, 30435
Magic Burns (Kate Daniels #2), 4.33, 57171
Raintree County, 3.97, 815
Heist Society (Heist Society #1), 3.91, 79374
Cold Comfort Farm, 3.92, 34057
Mateguas Island: A Novel of Horror and Suspense (Mateguas Island #1), 3.83, 420
Stormbreaker (Alex Rider #1), 3.97, 73962
The Mill on the Floss, 3.78, 40162
Grave Mercy (His Fair Assassin #1), 3.92, 77232
These Happy Golden Years (Little House #8), 4.17, 54798
The Hobbit: Graphic Novel, 4.48, 159383
No Exit and Three Other Plays, 4.09, 22928
Blood & Spirits (The Coming Storm #1), 4.05, 136
Blue Moon (Anita Blake Vampire Hunter #8), 4.04, 55665
The Mammoth Hunters (Earth's Children #3), 3.88, 52297
The Cuckoo's Calling (Cormoran Strike #1), 3.84, 355701
The Naming (The Books of Pellinor #1), really liked it 4.00, 21593
Franz Kafka's The Castle, 4.07, 23116
The Twits, 3.94, 92252
Horton Hears a Who!, 4.16, 84200
The Executioner's Song, 4.07, 15479
Where the Sidewalk Ends, 4.29, 1039055
In Search of Lost Time  (À la recherche du temps perdu #1-7), 4.35, 8017
The Hundred Secret Senses, 3.98, 35516
The Fall of Hyperion (Hyperion Cantos #2), 4.18, 71544
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes, 4.61, 13397
Night Play (Dark-Hunter #5 Were-Hunter #1), 4.36, 44992
Fruits Basket Vol. 1, 4.23, 122418
What Dreams May Come, 3.95, 9412
The Burning Bridge (Ranger's Apprentice #2), 4.29, 82280
First Grave on the Right (Charley Davidson #1), 4.07, 59239
The Diviners (The Diviners #1), 3.96, 50556
Om Chanting and Meditation, 4.59, 294
The Rainmaker, 3.91, 144881
The Calvin and Hobbes Tenth Anniversary Book, 4.63, 49035
Good in Bed (Cannie Shapiro #1), 3.70, 255287
The End of Eternity, 4.21, 32498
Angelfire (Angelfire #1), 3.93, 28517
The Mummy (Ramses the Damned #1), 3.82, 38888
Follow the River, 4.21, 14965
Tangled (Tangled #1), 4.12, 92365
Alas Babylon, 4.07, 32069
Glass (Crank #2), 4.28, 54309
Illuminae (The Illuminae Files #1), 4.31, 54248
The Van Alen Legacy (Blue Bloods #4), 3.95, 61219
The Road Less Traveled: A New Psychology of Love Traditional Values and Spiritual Growth, 4.03, 68457
At Swim-Two-Birds, 3.92, 9647
Falling Up, 4.33, 115636
Sphere, 3.77, 137773
Dark Visions (Dark Visions #1-3), 4.19, 35278
What We Talk About When We Talk About Love, 4.22, 34606
The House at Pooh Corner (Winnie-the-Pooh #2), 4.36, 72112
Smaragdgrün (Edelstein-Trilogie #3), 4.20, 49067
Xenocide (Ender's Saga #3), 3.77, 117499
Strange Angels (Strange Angels #1), 3.78, 36530
The Miracle of Forgiveness, 4.37, 14223
The Surgeon (Rizzoli & Isles #1), 4.10, 101552
Just One Day (Just One Day #1), 4.02, 68329
The City of Dreaming Books (Zamonia #4), 4.34, 12103
The Sense of an Ending, 3.70, 117286
Angel (Maximum Ride #7), 4.02, 44126
The Golem's Eye (Bartimaeus #2), 4.09, 75553
An Ember in the Ashes (An Ember in the Ashes #1), 4.32, 101657
Resonance (The Fray Theory #1), 4.18, 300
Eye of the Needle, 4.17, 102017
Written on the Body, 4.08, 20216
Harry Potter and the Cursed Child - Parts One and Two (Harry Potter #8), 3.73, 427154
London, 4.06, 21552
Brida, 3.46, 55413
The Girl Who Loved Tom Gordon, 3.56, 105403
God's Spy (Father Anthony Fowler #1), 3.72, 2240
Let the Great World Spin, 3.93, 80481
The Novice (Black Magician Trilogy #2), 4.07, 39354
Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent #1.5), 4.17, 88660
House Rules, 4.01, 121777
A Knight in Shining Armor, 4.23, 29510
Buddenbrooks: The Decline of a Family, 4.14, 15685
Stuart Little, 3.88, 92042
The Summer Garden (The Bronze Horseman #3), 4.12, 19774
First Drop of Crimson (Night Huntress World #1), 4.15, 46920
The Year of the Flood  (MaddAddam #2), 4.05, 79847
The Tea Rose (The Tea Rose #1), 4.18, 25966
Tiger's Quest (The Tiger Saga #2), 4.34, 31957
The Hour I First Believed, 3.80, 51093
Revelations (Blue Bloods #3), 3.90, 69494
A Widow for One Year, 3.74, 50811
Circle of Five (Pha Yul #1), 4.18, 283
Child 44 (Leo Demidov #1), 4.08, 57375
The Testing (The Testing #1), 4.05, 44458
Peter and the Starcatchers (Peter and the Starcatchers #1), 4.02, 60968
Seduced in the Dark (The Dark Duet #2), 4.32, 47041
Hunger, 4.09, 29425
True Believer (Jeremy Marsh & Lexie Darnell #1), 3.80, 68494
Lord of Chaos (Wheel of Time #6), 4.10, 100254
We the Living, 3.89, 22952
Wildwood Dancing (Wildwood #1), 4.09, 23409
The Book of Three (The Chronicles of Prydain #1), really liked it 4.00, 60505
The Call of Cthulhu and Other Weird Stories, 4.25, 28196
Gates of Fire: An Epic Novel of the Battle of Thermopylae, 4.40, 21648
The War of the End of the World, 4.21, 6299
Every Which Way But Dead (The Hollows #3), 4.29, 59818
Dance Dance Dance (The Rat #4), 4.03, 50270
Shadow's Edge (Night Angel #2), 4.27, 72647
From Hell, 4.16, 27231
Rich Dad Poor Dad, 3.96, 188880
Mila 18, 4.27, 20518
To Say Nothing of the Dog (Oxford Time Travel #2), 4.13, 26260
Anathem, 4.18, 50866
A Song of Ice and Fire (A Song of Ice and Fire #1-5), 4.63, 38326
Trickster's Queen (Daughter of the Lioness #2), 4.28, 48241
Wild Magic (Immortals #1), 4.33, 57615
Since You've Been Gone, 4.19, 67813
Change of Heart, 3.91, 91638
Beyond the Shadows (Night Angel #3), 4.29, 70885
Gaudy Night (Lord Peter Wimsey #12), 4.25, 17086
Ship of Magic (Liveship Traders #1), 4.13, 44752
More Than This, 4.03, 32364
Grip of the Shadow Plague (Fablehaven #3), 4.26, 68955
Three Comrades, 4.48, 17631
The Electric Kool-Aid Acid Test, 3.92, 59259
The Right Stuff, 4.23, 33660
El túnel, 4.04, 29483
Wool Omnibus (Silo #1), 4.24, 125401
Lies (Gone #3), 4.09, 53019
Cane River, 4.04, 40653
A Hunger Like No Other (Immortals After Dark #2), 4.21, 54600
Never Too Far (Rosemary Beach #2; Too Far #2), 4.21, 104207
The Stars My Destination, 4.13, 33792
The Name of This Book Is Secret (Secret #1), 4.04, 43240
The Good the Bad and the Undead (The Hollows #2), 4.26, 53929
Along Came a Spider (Alex Cross #1), 4.09, 325683
Fairest, 3.87, 53082
A Living Nightmare (Cirque Du Freak #1), 4.07, 43869
The Shelters of Stone (Earth's Children #5), 3.80, 36111
Love Stargirl (Stargirl #2), 3.81, 32949
Time and Again (Time #1), 3.97, 14812
The Death of Ivan Ilych, 4.04, 58405
Blink: The Power of Thinking Without Thinking, 3.90, 371829
Look Homeward Angel, 3.94, 10684
The Winner's Curse (The Winner's Trilogy #1), 4.02, 68491
World After (Penryn & the End of Days #2), 4.21, 71637
The Civil War: A Narrative, 4.53, 6147
The Birth of Venus, 3.79, 82468
Quicksilver (The Baroque Cycle #1), 3.92, 31295
A Wind in the Door (A Wrinkle in Time Quintet #2), 4.07, 95342
Batman: The Killing Joke, 4.37, 128930
The Reptile Room (A Series of Unfortunate Events #2), 3.95, 144920
Replay, 4.15, 21375
The Story of My Experiments With Truth, 4.07, 34629
Secrets of the Dragon Sanctuary (Fablehaven #4), 4.36, 63685
Obsidian Butterfly (Anita Blake Vampire Hunter #9), 4.08, 54833
Wake (Wake #1), 3.75, 72699
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban, 4.07, 245803
Eon: Dragoneye Reborn (Eon #1), 3.98, 48528
Code Name Verity (Code Name Verity #1), 4.07, 68521
Infidel, 4.20, 63607
The Sword of Summer (Magnus Chase and the Gods of Asgard #1), 4.26, 94175
Sister Carrie, 3.73, 31210
Os Maias, 3.99, 13095
Reached (Matched #3), 3.56, 120093
Prince of Wolves (The Grey Wolves #1), 4.06, 31012
Stone of Tears (Sword of Truth #2), 4.11, 91271
Wyrd Sisters (Discworld #6; Witches #2), 4.11, 71386
Lightning, 4.06, 47989
Tithe (Modern Faerie Tales #1), 3.74, 61255
Fear (Gone #5), 4.25, 37513
Lust for Life, 4.20, 16239
Second Foundation (Foundation #3), 4.23, 108371
This Man Confessed (This Man #3), 4.42, 65939
The Rum Diary, 3.83, 44145
Hunger (Gone #2), 4.02, 66737
The Zahir, 3.56, 57381
An Echo in the Darkness (Mark of the Lion #2), 4.61, 34169
The Battle for Skandia (Ranger's Apprentice #4), 4.32, 68276
The Complete Short Stories, 4.28, 30725
Arcadia, 4.19, 16472
The Solitaire Mystery: A Novel About Family and Destiny, 4.16, 17289
Forsaken (The Secret Life of Amy Bensen #3), 4.14, 1800
Nation, 4.05, 27078
Fool's Fate (Tawny Man #3), 4.38, 49864
Life Song, 4.27, 70
Night Pleasures (Dark-Hunter #1), 4.22, 62779
Station Eleven, 4.02, 198881
Bartleby the Scrivener, 3.90, 32991
The Game of Kings (The Lymond Chronicles #1), 4.22, 6126
The Tale of the Body Thief (The Vampire Chronicles #4), 3.71, 72702
Making Faces, 4.36, 43602
Trickster's Choice (Daughter of the Lioness #1), 4.27, 48284
Ask the Dust (Arturo Bandini #3), 4.14, 21253
The Trumpet of the Swan, 4.06, 56631
The Testament, 3.83, 87801
Anna Dressed in Blood (Anna #1), 3.96, 80415
Postmortem (Kay Scarpetta #1), 4.01, 176538
Sentinel (Covenant #5), 4.49, 27000
The Magicians (The Magicians #1), 3.48, 171896
A Northern Light, 3.83, 32704
The Fires of Heaven (Wheel of Time #5), 4.13, 106966
Narrative of the Life of Frederick Douglass, 3.97, 67994
Elsewhere, 3.91, 43822
Under the Volcano, 3.80, 18379
Blood and Chocolate, 3.77, 35216
The Last Wish, 4.20, 58754
The Garden of Eden, 3.74, 14160
Angel (Angel #1), 3.88, 29640
The Young Elites (The Young Elites #1), 3.93, 75924
Glass Sword (Red Queen #2), 3.94, 97630
The Plains of Passage (Earth's Children #4), 3.77, 42957
The House at Riverton, 3.93, 82527
Blackwood Farm (The Vampire Chronicles #9), 3.85, 27532
Out of Sight Out of Time (Gallagher Girls #5), 4.34, 43333
Lucky, 3.77, 83469
The History of Tom Jones a Foundling, 3.73, 27569
Perelandra (Space Trilogy #2), 3.97, 32231
Crossing to Safety, 4.16, 29339
I've Got Your Number, 3.93, 157107
Thirst No. 1: The Last Vampire Black Blood and Red Dice (Thirst #1), 3.82, 31106
The Mysterious Island (Extraordinary Voyages #12), 4.08, 35282
The Crossing (The Border Trilogy #2), 4.12, 24520
Storm Born (Dark Swan #1), 3.90, 26996
Soul Music (Discworld #16; Death #3), 4.02, 52534
The Andromeda Strain, 3.87, 182714
سینوهه, 4.08, 12258
Miss Lonelyhearts / The Day of the Locust, 3.92, 8308
Burr, 4.07, 6865
The Gulag Archipelago 1918-1956, 4.17, 13224
The Invisible Game: The Mindset of a Winning Team, 4.56, 116
One Grave at a Time (Night Huntress #6), 4.24, 38276
Spell Bound (Hex Hall #3), 4.09, 51419
Whitney My Love (Westmoreland #2), 4.19, 25519
Vampire Origins - Project Ichorous (The Strigoi #1), 3.91, 141
Twenties Girl, 3.82, 129001
Monstrous Regiment (Discworld #31; Industrial Revolution #3), 4.18, 49296
Across the Nightingale Floor (Tales of the Otori #1), 4.05, 29322
The Rise and Fall of the Third Reich: A History of Nazi Germany, 4.15, 71293
In and Out of Step, 4.16, 90
The Thief (The Queen's Thief #1), 3.91, 45783
Torment (Bloodlines #2), 3.96, 330
1776, 4.06, 141781
Revelations (Bloodlines #3), really liked it 4.00, 266
Magic Study (Study #2), 4.06, 57816
The Sign of Four, 3.95, 74782
A Court of Mist and Fury (A Court of Thorns and Roses #2), 4.71, 143261
Starters (Starters #1), 3.91, 36204
Dragons of Autumn Twilight  (Dragonlance: Chronicles #1), 4.02, 85263
Saphirblau (Edelstein-Trilogie #2), 4.18, 55564
La Dame aux Camélias, 3.97, 23781
Through the Ever Night (Under the Never Sky #2), 4.17, 60288
Trinity, 4.23, 17269
Autobiography of a Yogi, 4.22, 32919
Pandora (New Tales of the Vampires #1), 3.74, 37582
The End (A Series of Unfortunate Events #13), 3.99, 71490
A Hero of Our Time, 4.11, 35421
Duma Key, 3.93, 81655
The Light Fantastic (Discworld #2; Rincewind #2), 3.95, 91384
Plague (Gone #4), 4.18, 42816
Undead and Unwed (Undead #1), 3.81, 48297
The Cay (The Cay #1), 3.74, 27922
Equal Rites (Discworld #3; Witches #1), really liked it 4.00, 105948
The Dragonbone Chair (Memory Sorrow and Thorn #1), 3.95, 49721
ساق البامبو, 4.24, 41044
Lucifer's Hammer, 3.98, 35492
It Ends with Us, 4.43, 106533
Another Roadside Attraction, 3.97, 28331
Eighth Grade Bites (The Chronicles of Vladimir Tod #1), 3.92, 31862
Hollow City (Miss Peregrine’s Peculiar Children #2), 4.07, 139781
The Prince and the Pauper, 3.84, 92644
Master and Commander (Aubrey & Maturin #1), 4.11, 36338
The Brothers Lionheart, 4.35, 21152
The Hero and the Crown (Damar #2), 4.21, 45442
Wild: From Lost to Found on the Pacific Crest Trail, 3.97, 436772
Legend (The Drenai Saga #1), 4.25, 21333
When You Reach Me, 4.08, 69997
Alice in Zombieland (White Rabbit Chronicles #1), 4.05, 34107
Fire Study (Study #3), 3.95, 45707
Oblomov, 4.01, 21799
Washington Square, 3.67, 14964
Witches Abroad (Discworld #12; Witches #3), 4.20, 56442
Housekeeping, 3.82, 31424
The Education of Little Tree, 4.09, 12176
The Icebound Land (Ranger's Apprentice #3), 4.22, 54195
Percy Jackson's Greek Gods, 4.50, 31847
The Book of Occult, 3.92, 207
My Soul to Take (Soul Screamers #1), 3.88, 38035
A Mango-Shaped Space, 4.22, 22717
